'1001B51DAC','AUDJPY',80.0300,0,'Buy',585000,0,'2021-02-01 00:00:04.414','InProgress','note5','tag2;tag15;'
'1001B774D8','AUDJPY',80.0300,0,'Buy',66000,0,'2021-02-01 00:00:05.152','InProgress','note14','tag3;tag8;tag10;tag14;tag18;'
'100E6AD48D','EURJPY',127.100,0,'Sell',760000,0,'2021-02-01 00:00:08.264','New','note15',''
'1001BE9F1C','CADJPY',81.8800,0,'Sell',936000,0,'2021-02-01 00:00:08.849','InProgress','note13','tag3;tag7;tag8;tag9;tag13;tag19;'
'1001BE9F1C','CADJPY',81.8800,81.8847,'Sell',936000,920000,'2021-02-01 00:00:12.246','PartialFill','note13','tag3;tag7;tag8;tag9;tag13;tag19;'
'1001B774D8','AUDJPY',80.0300,80.0395,'Buy',66000,66000,'2021-02-01 00:00:13.090','Fill','note14','tag3;tag8;tag10;tag14;tag18;'
'1001B51DAC','AUDJPY',80.0300,0,'Buy',585000,0,'2021-02-01 00:00:13.553','Cancel','note5','tag2;tag15;'
'100E7264EE','AUDUSD',0.76410,0,'Buy',390000,0,'2021-02-01 00:00:15.552','New','note19','tag4;tag10;tag11;tag12;tag13;'
'1001B774D8','AUDJPY',80.0300,80.0395,'Buy',66000,66000,'2021-02-01 00:00:15.603','Done','note14','tag3;tag8;tag10;tag14;tag18;'
'100E787C19','EURCAD',1.55205,0,'Buy',818000,0,'2021-02-01 00:00:16.649','New','note3','tag6;tag12;tag13;tag14;tag18;'
'100E6AD48D','EURJPY',127.100,0,'Sell',760000,0,'2021-02-01 00:00:17.328','InProgress','note15',''
'1001BE9F1C','CADJPY',81.8800,81.8847,'Sell',936000,920000,'2021-02-01 00:00:17.568','Done','note13','tag3;tag7;tag8;tag9;tag13;tag19;'
'100E8167C1','EURAUD',1.58800,0,'Buy',440001,0,'2021-02-01 00:00:17.940','New','note2','tag7;tag16;'
'100E7264EE','AUDUSD',0.76410,0,'Buy',390000,0,'2021-02-01 00:00:18.015','InProgress','note19','tag4;tag10;tag11;tag12;tag13;'
'1001C4998B','USDJPY',104.740,0,'Buy',284000,0,'2021-02-01 00:00:18.790','InProgress','note12','tag3;'
'100E6AD48D','EURJPY',127.100,127.136,'Sell',760000,691000,'2021-02-01 00:00:20.117','PartialFill','note15',''
'100E7264EE','AUDUSD',0.76410,0.76482,'Buy',390000,366000,'2021-02-01 00:00:20.803','PartialFill','note19','tag4;tag10;tag11;tag12;tag13;'
'1001B51DAC','AUDJPY',80.0300,0,'Buy',585000,0,'2021-02-01 00:00:21.292','Done','note5','tag2;tag15;'
'100E6AD48D','EURJPY',127.100,127.136,'Sell',760000,691000,'2021-02-01 00:00:21.406','Done','note15',''
'100E885E8C','EURUSD',1.12340,0,'Buy',806000,0,'2021-02-01 00:00:21.410','New','note1',''
'100E787C19','EURCAD',1.55205,0,'Buy',818000,0,'2021-02-01 00:00:22.896','InProgress','note3','tag6;tag12;tag13;tag14;tag18;'
'100E7264EE','AUDUSD',0.76410,0.76482,'Buy',390000,366000,'2021-02-01 00:00:23.141','Done','note19','tag4;tag10;tag11;tag12;tag13;'
'100E787C19','EURCAD',1.55205,0,'Buy',818000,0,'2021-02-01 00:00:23.293','Cancel','note3','tag6;tag12;tag13;tag14;tag18;'
'100E8C1256','EURAUD',1.58800,0,'Buy',620000,0,'2021-02-01 00:00:24.369','New','note20','tag1;'
'100E885E8C','EURUSD',1.12340,0,'Buy',806000,0,'2021-02-01 00:00:24.505','InProgress','note1',''
'1001C4998B','USDJPY',104.740,104.787,'Buy',284000,263000,'2021-02-01 00:00:24.556','PartialFill','note12','tag3;'
'1001C4998B','USDJPY',104.740,104.787,'Buy',284000,263000,'2021-02-01 00:00:26.647','Done','note12','tag3;'
'100E8167C1','EURAUD',1.58800,0,'Buy',440001,0,'2021-02-01 00:00:27.406','InProgress','note2','tag7;tag16;'
'1001CCBA49','EURJPY',127.100,127.136,'Buy',352000,338000,'2021-02-01 00:00:27.955','PartialFill','note1','tag6;tag7;'
'100E905D4B','AUDJPY',80.0300,0,'Sell',741000,0,'2021-02-01 00:00:31.377','New','note19','tag2;tag8;'
'100E8C1256','EURAUD',1.58800,0,'Buy',620000,0,'2021-02-01 00:00:32.203','InProgress','note20','tag1;'
'100E885E8C','EURUSD',1.12340,0,'Buy',806000,0,'2021-02-01 00:00:32.450','Cancel','note1',''
'100E787C19','EURCAD',1.55205,0,'Buy',818000,0,'2021-02-01 00:00:33.015','Done','note3','tag6;tag12;tag13;tag14;tag18;'
'100E8167C1','EURAUD',1.58800,0,'Buy',440001,0,'2021-02-01 00:00:33.422','Cancel','note2','tag7;tag16;'
'100E905D4B','AUDJPY',80.0300,0,'Sell',741000,0,'2021-02-01 00:00:33.660','InProgress','note19','tag2;tag8;'
'1001CF9353','EURCAD',1.55205,0,'Sell',537000,0,'2021-02-01 00:00:34.594','InProgress','note5','tag6;tag8;tag11;tag19;'
'100E9509D8','EURAUD',1.58800,0,'Buy',179000,0,'2021-02-01 00:00:36.044','New','note18','tag2;tag6;tag7;tag10;tag12;tag13;tag17;tag20;'
'100E8C1256','EURAUD',1.58800,1.58792,'Buy',620000,620000,'2021-02-01 00:00:36.537','Fill','note20','tag1;'
'1001D269EB','EURGDP',0.88570,0,'Buy',390000,0,'2021-02-01 00:00:36.602','InProgress','note4','tag13;tag20;'
'1001CCBA49','EURJPY',127.100,127.136,'Buy',352000,338000,'2021-02-01 00:00:36.675','Done','note1','tag6;tag7;'
'100E905D4B','AUDJPY',80.0300,80.0270,'Sell',741000,741000,'2021-02-01 00:00:36.843','Fill','note19','tag2;tag8;'
'100E905D4B','AUDJPY',80.0300,80.0270,'Sell',741000,741000,'2021-02-01 00:00:37.351','Done','note19','tag2;tag8;'
'100E8C1256','EURAUD',1.58800,1.58792,'Buy',620000,620000,'2021-02-01 00:00:37.696','Done','note20','tag1;'
'100E9509D8','EURAUD',1.58800,0,'Buy',179000,0,'2021-02-01 00:00:38.986','InProgress','note18','tag2;tag6;tag7;tag10;tag12;tag13;tag17;tag20;'
'1001CF9353','EURCAD',1.55205,0,'Sell',537000,0,'2021-02-01 00:00:40.353','Cancel','note5','tag6;tag8;tag11;tag19;'
'100E977FC5','EURCAD',1.55205,0,'Sell',101000,0,'2021-02-01 00:00:40.880','New','note2','tag13;tag15;tag19;'
'100E885E8C','EURUSD',1.12340,0,'Buy',806000,0,'2021-02-01 00:00:40.970','Done','note1',''
'100E9F5678','EURUSD',1.12340,0,'Buy',827000,0,'2021-02-01 00:00:41.170','New','note16','tag2;tag10;'
'1001CF9353','EURCAD',1.55205,0,'Sell',537000,0,'2021-02-01 00:00:41.187','Done','note5','tag6;tag8;tag11;tag19;'
'100E9509D8','EURAUD',1.58800,0,'Buy',179000,0,'2021-02-01 00:00:41.328','Cancel','note18','tag2;tag6;tag7;tag10;tag12;tag13;tag17;tag20;'
'1001D269EB','EURGDP',0.88570,0,'Buy',390000,0,'2021-02-01 00:00:41.810','Cancel','note4','tag13;tag20;'
'100E8167C1','EURAUD',1.58800,0,'Buy',440001,0,'2021-02-01 00:00:42.638','Done','note2','tag7;tag16;'
'100E9F5678','EURUSD',1.12340,0,'Buy',827000,0,'2021-02-01 00:00:42.960','InProgress','note16','tag2;tag10;'
'100E9F5678','EURUSD',1.12340,1.12248,'Buy',827000,827000,'2021-02-01 00:00:43.000','Fill','note16','tag2;tag10;'
'1001D269EB','EURGDP',0.88570,0,'Buy',390000,0,'2021-02-01 00:00:43.768','Done','note4','tag13;tag20;'
'1001D31960','EURCAD',1.55205,0,'Sell',613000,0,'2021-02-01 00:00:44.894','InProgress','note18','tag11;tag14;'
'100E9F5678','EURUSD',1.12340,1.12248,'Buy',827000,827000,'2021-02-01 00:00:45.265','Done','note16','tag2;tag10;'
'100E977FC5','EURCAD',1.55205,0,'Sell',101000,0,'2021-02-01 00:00:46.916','InProgress','note2','tag13;tag15;tag19;'
'1001D31960','EURCAD',1.55205,0,'Sell',613000,0,'2021-02-01 00:00:50.111','Cancel','note18','tag11;tag14;'
'100EAA37BD','EURCAD',1.55205,0,'Sell',829000,0,'2021-02-01 00:00:50.799','New','note10','tag6;tag8;tag18;tag20;'
'100E9509D8','EURAUD',1.58800,0,'Buy',179000,0,'2021-02-01 00:00:51.120','Done','note18','tag2;tag6;tag7;tag10;tag12;tag13;tag17;tag20;'
'1001D4A551','EURJPY',127.100,0,'Sell',66000,0,'2021-02-01 00:00:51.430','InProgress','note7',''
'100EAD8CE0','EURJPY',127.100,0,'Sell',735000,0,'2021-02-01 00:00:52.102','New','note9','tag7;'
'1001D31960','EURCAD',1.55205,0,'Sell',613000,0,'2021-02-01 00:00:53.628','Done','note18','tag11;tag14;'
'100E977FC5','EURCAD',1.55205,1.55123,'Sell',101000,94000,'2021-02-01 00:00:54.352','PartialFill','note2','tag13;tag15;tag19;'
'1001D4A551','EURJPY',127.100,127.110,'Sell',66000,66000,'2021-02-01 00:00:54.766','Fill','note7',''
'1001D4A551','EURJPY',127.100,127.110,'Sell',66000,66000,'2021-02-01 00:00:55.452','Done','note7',''
'100EADF619','USDCAD',1.27900,0,'Buy',326000,0,'2021-02-01 00:00:55.714','New','note18','tag1;'
'100EB6127D','USDJPY',104.740,0,'Buy',537000,0,'2021-02-01 00:00:56.395','New','note12','tag3;tag4;tag17;'
'100E977FC5','EURCAD',1.55205,1.55123,'Sell',101000,94000,'2021-02-01 00:00:56.438','Done','note2','tag13;tag15;tag19;'
'100EB6127D','USDJPY',104.740,0,'Buy',537000,0,'2021-02-01 00:00:56.751','InProgress','note12','tag3;tag4;tag17;'
'100EB77D9D','AUDUSD',0.76410,0,'Sell',456000,0,'2021-02-01 00:00:56.905','New','note16','tag14;'
'100EAA37BD','EURCAD',1.55205,0,'Sell',829000,0,'2021-02-01 00:00:56.928','InProgress','note10','tag6;tag8;tag18;tag20;'
'100EADF619','USDCAD',1.27900,0,'Buy',326000,0,'2021-02-01 00:00:57.526','InProgress','note18','tag1;'
